"Data ID","Data SKU","Data Name","Data Published","Data Modified","Category","Attribute: Publisher","Attribute: Pubdate"
"7066","POST_OFFICES_AGIO","Post Office (point)","16/10/2014","16/10/2014","Data>Structure","Arkansas Geographic Information Office","April 01, 2006"
"7065","LAW_ENFORCE_TGS","Law Enforcement (point)","16/10/2014","16/10/2014","Data>Structure","","March 23, 2010"
"7064","JEWISH_SYNAGOGUES_TGS","Jewish Synagogue (point)","16/10/2014","16/10/2014","Data>Structure","","January 22, 2008"
"7063","FIRE_STATIONS_TGS","Fire Station (point)","16/10/2014","16/10/2014","Data>Structure","Techni Graphic Systems, Inc.","March 23, 2010"
"7062","DAMS_ANRC","Dam (point)","16/10/2014","16/10/2014","Data>Structure","Arkansas Natural Resources Commission","n, Unkn"
"7061","CORRECTIONAL_INSTITUTIONS_TGS","Correctional Institution (point)","16/10/2014","16/10/2014","Data>Structure","TechniGraphics, Inc.","April 07, 2008"
"7060","COLLEGES_COMMUNITY_ADHE_2001","Community College (point)","16/10/2014","16/10/2014","Data>Structure","Arkansas Department of Higher Education 114 East Capitol Avenue Little Rock, Arkansas 72201 501-371-2000","May 01, 2001"
"7059","COLLEGES_4YR_ADHE_2001","Four Year College (point)","16/10/2014","16/10/2014","Data>Structure","Arkansas Department of Higher Education 114 East Capitol Avenue Little Rock, Arkansas 72201 501-371-2000","May 01, 2001"
"7058","ZIP9_POINTS","Zip Plus 4","16/10/2014","16/10/2014","Data>Location","Arkansas Geographic Information Office","August 15, 2014"
"7057","ZIPCODE_TABULATION_CENSUS_2013","ZIP Code Tabulation Areas 2010 (polygon)","16/10/2014","28/10/2014","Data>Location","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Branch","2013"
"7056","ZIPCODE_TABULATION_CENSUS_2001","ZIP CODE TABULATION AREAS 2001 (polygon)","16/10/2014","16/10/2014","Data>Location","","September 08, 2005"
"7055","ZIPCODE_TABULATION_CENSUS_2005_V1","Zip Code Tabulation Area 2005 First Edition (polygon)","16/10/2014","28/10/2014","Data>Location","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Management Branch","2005"
"7054","OZARKNFS_RECREATION_SITE_NFS","Ozark National Forest Service Recreation Site (point)","16/10/2014","16/10/2014","Data>Location","USDA Forest Service - Ozark - St. Francis National Forests","January 01, 2004"
"7053","GEODETIC_CONTROL_NGS_2004","Geodetic Control 2004 (point)","16/10/2014","16/10/2014","Data>Location","","2004"
"7052","V_ORTHO_SEBASTIAN_CO_2006","Sebastian County Ortho 2006 DOQQ Footprint (polygon)","16/10/2014","16/10/2014","Data>Imagery","Arkansas Geographic Information Office","December 01, 2006"
"7051","V_ORTHO_SALINE_CO_2006","Saline County Ortho 2006 DOQQ Footprint (polygon)","16/10/2014","16/10/2014","Data>Imagery","Arkansas Geographic Information Office","October 06, 2006"
"7050","V_ORTHO_PULASKI_CO_2006","Pulaski County Ortho 2006 DOQQ Footprint (polygon)","16/10/2014","16/10/2014","Data>Imagery","Arkansas Geographic Information Office","November 01, 2006"
"7049","V_ORTHO_MILLER_CO_2006","Miller County Ortho 2006 DOQQ Footprint (polygon)","16/10/2014","16/10/2014","Data>Imagery","Arkansas Geographic Information Office","November 01, 2006"
"7048","V_ORTHO_HOT_SPRINGS_2006","City of Hot Springs Ortho 2006 DOQQ Footprint (polygon)","16/10/2014","16/10/2014","Data>Imagery","Arkansas Geographic Information Office","October 06, 2006"
"7047","V_ORTHO_FTP_INDEX","Ortho Footprint for Files on GeoStor FTP","16/10/2014","16/10/2014","Data>Imagery","GeoStor","April 08, 2011"
"7046","V_ORTHO_DOQQ_RGB_JPEG2006","2006 Statewide Color Infra-Red Ortho Geotiff Footprint (polygon)","16/10/2014","16/10/2014","Data>Imagery","Arkansas Geographic Information Office","January 01, 2007"
"7045","V_ORTHO_DOQQ_RGB_ASLIB2006","2006 Statewide Color Natural Color Geotiff Footprint (polygon)","16/10/2014","16/10/2014","Data>Imagery","Arkansas Geographic Information Office","January 01, 2007"
"7044","V_ORTHO_DOQQ_CIR_JPEG2006","Statewide Color Infra-Red Ortho Geotiff Footprint JPG2000 DOQQ 2006
                        (polygon)","16/10/2014","16/10/2014","Data>Imagery","Arkansas Geographic Information Office","January 01, 2007"
"7043","V_ORTHO_DOQQ_CIR_ASLIB2006","Statewide Color Infra-Red Ortho Geotiff Footprint 2006 (polygon)","16/10/2014","16/10/2014","Data>Imagery","Arkansas Geographic Information Office","January 01, 2007"
"7042","TM_TASCAP_WINTER_CAST_2000","LandSat Thematic Mapper Tasseled Cap Winter 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","June 08, 2001"
"7041","TM_TASCAP_SUMMER_CAST_1999","LandSat Thematic Mapper Tasseled Cap Summer 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 2001"
"7040","TM_TASCAP_SPRING_CAST_1999","LandSat Thematic Mapper Tasseled Cap Spring 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 2001"
"7039","TM_TASCAP_FALL_CAST_1999","LandSat Thematic Mapper Tasseled Cap Fall 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 2001"
"7038","TM_TASCAP_FALL_CAST_1990_93","LandSat Thematic Mapper Tasseled Cap Fall 1990-93 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","April 01, 1996"
"7037","TM_PAN_WINTER_CAST_2000","LandSat Thematic Mapper Panchromatic 2000 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","July 15, 2001"
"7036","TM_BAND542_WINTER_CAST_2000","LandSat Thematic Mapper Bands 542 Winter 2000 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","July 09, 2001"
"7035","TM_BAND542_SUMMER_CAST_1999","LandSat Thematic Mapper Bands 542 Summer 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","July 17, 2001"
"7034","TM_BAND542_FALL_CAST_1999","LandSat Thematic Mapper Bands 542 Fall 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","July 17, 2001"
"7033","TM_BAND432_WINTER_CAST_2000","LandSat Thematic Mapper Bands 432 Winter 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","June 01, 2000"
"7032","TM_BAND432_SUMMER_CAST_1999","LandSat Thematic Mapper Bands 432 Summer 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 2001"
"7031","TM_BAND432_SPRING_CAST_1999","LandSat Thematic Mapper Bands 432 Spring 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","February 01, 2001"
"7030","TM_BAND432_FALL_CAST_1999","LandSat Thematic Mapper Bands 432 Fall 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","December 01, 2000"
"7029","TM_BAND432_FALL_CAST_1990_93","LandSat Thematic Mapper Bands 432 Fall 1990-93 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","April 01, 1996"
"7028","TM_BAND321_WINTER_CAST_2000","LandSat Thematic Mapper Bands 321 Winter 1999 (raster)","16/10/2014","20/11/2014","Data>Imagery","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","June 01, 2000"
