"Data ID","Data SKU","Data Name","Permalink","Data URL","Description","Data Published","Data Modified","Category","Tag","Featured Image","Attribute: Publisher","Attribute: Pubdate"
"7149","Buffalo_National_River","Buffalo National River: LiDAR (LAS)","http://dev.geostor.org/?product=buffalo-national-river-lidar-las","http://dev.geostor.org/?product=buffalo-national-river-lidar-las","<strong>Buffalo National River LiDAR (LAS)</strong>

Raw point data (LAS) for Buffalo National River LiDAR flight.

[Keywords: LiDAR, lidar, LAS, point cloud, elevation, laz, .las, .laz, Buffalo, River]","20/10/2014","20/10/2014","Data>Elevation","","","",""
"7148","BLUE_MTN_NIMROD","Blue Mountain/ Nimrod: LiDAR (LAS)","http://dev.geostor.org/?product=blue-mountain-nimrod-lidar-las","http://dev.geostor.org/?product=blue-mountain-nimrod-lidar-las","<strong>Blue Mountain/ Nimrod LiDAR (LAS)</strong>

Raw point data (LAS) for Blue Mountain/ Nimrod LiDAR flight.

[Keywords: LiDAR, lidar, LAS, point cloud, elevation, laz, .las, .laz, Blue Mountain, Nimrod]","20/10/2014","20/10/2014","Data>Elevation","","","",""
"7147","Beaver_Lake_2009","Beaver Lake 2009: LiDAR (LAS)","http://dev.geostor.org/?product=beaver-lake-2009-lidar-las","http://dev.geostor.org/?product=beaver-lake-2009-lidar-las","<strong>Beaver Lake LiDAR (LAS)</strong>

Raw point data (LAS) for Beaver Lake LiDAR flight.

[Keywords: LiDAR, lidar, LAS, point cloud, elevation, laz, .las, .laz, Beaver, Lake]","20/10/2014","20/10/2014","Data>Elevation","","","",""
"7146","AR_Cache_15June2012","Cache River LiDAR (LAS)","http://dev.geostor.org/?product=cache-river-lidar-las","http://dev.geostor.org/?product=cache-river-lidar-las","<strong>Cache River LiDAR (LAS)</strong>

Raw point data (LAS) for Cache River LiDAR flight.

[Keywords: LiDAR, lidar, LAS, point cloud, elevation, laz, .las, .laz, Cache, River]","20/10/2014","20/10/2014","Data>Elevation","","","",""
"7139","WATERSHED_BOUNDARY_DATASET","Watershed Boundary Dataset (polygon)","http://dev.geostor.org/?product=watershed-boundary-dataset-polygon","http://dev.geostor.org/?product=watershed-boundary-dataset-polygon","<strong>Watershed Boundary Dataset (polygon)</strong>

This data set is a complete digital hydrologic unit boundary layer to                         the Subwatershed (12-digit) 6th level for the State of Arkansas. This data                         set consists of geo-referenced digital data and associated attributes                         created in accordance with the ""FGDC Proposal, Version 1.0 - Federal                         Standards For Delineation of Hydrologic Unit Boundaries                         3/01/02""(http://www.ftw.nrcs.usda.gov/huc_data.html). Polygons are                         attributed with hydrologic unit codes for 4th level sub-basins, 5th level                         watersheds, 6th level subwatersheds, name, size, downstream hydrologic unit,                         type of watershed, non-contributing areas and flow modification. Arcs are                         attributed with the highest hydrologic unit code for each watershed,                         linesource and a metadata reference file.

[Keywords:  HUC Hydrologic Units Hydrologic Unit Code Region Sub-region Basin                         Sub-basin Watershed Watershed Boundaries boundaries Subwatershed WBD                         Watershed Boundary Dataset inlandWaters NRCS ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.WATERSHED_BOUNDARY_DATASET.jpg","Arkansas National Resource Conservation Service State Office","2005"
"7138","WATER_BASE_LAYER_ADEQ","ADEQ Water Base Layer","http://dev.geostor.org/?product=adeq-water-base-layer","http://dev.geostor.org/?product=adeq-water-base-layer","<strong>ADEQ Water Base Layer</strong>

This dataset is derived from the Medium Resolution (1:100,000-scale)                         National Hydrography Dataset (NHD). The Arkansas Department of Environmental                         Quality uses this layer as their base water layer. This dataset includes the                         ADEQ Reach column in the attribute table. ADEQ reaches are referenced in the                         303(d) list and 305(b) report.

[Keywords:  inland waters environment nhd base water ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.WATER_BASE_LAYER_ADEQ.jpg","ADEQ","May 13, 2014"
"7137","SWAMPS_AHTD","Swamp (line)","http://dev.geostor.org/?product=swamp-line","http://dev.geostor.org/?product=swamp-line","<strong>Swamp (line)</strong>

Swamps are the combination of the digitized line-work from AHTD's                         county maps that represent the individual Cartographer's interpretation of a                         swamp from aerial photography.

[Keywords:  inlandWaters swamp ahtd ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.SWAMPS_AHTD.jpg","Arkansas State Highway and Transportation Department","August 29, 2006"
"7136","STREAM_ORDER_ADEQ","Stream Order Classification (line)","http://dev.geostor.org/?product=stream-order-classification-line","http://dev.geostor.org/?product=stream-order-classification-line","<strong>Stream Order Classification (line)</strong>

This dataset consists of the medium-resolution NHD (National                         Hydrography Dataset), developed at 1:100,000 scale. This dataset was created                         using the NHDPlus tool, developed by Horizon Systems Corporation. The                         NHDPlus tool uses the Strahler method of Stream Order Classification. This                         method classifies streams based on where they lie in relation to other                         streams in a watershed.

[Keywords:  inlandWaters water ADEQ ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.STREAM_ORDER_ADEQ.jpg","","April 30, 2008"
"7135","S_XS","Cross Section Lines","http://dev.geostor.org/?product=cross-section-lines","http://dev.geostor.org/?product=cross-section-lines","<strong>Cross Section Lines</strong>

This file contains the cross section locations on the printed digital                         flood insurance map. The National Flood Hazard Layer (NFHL) data                         incorporates all Digital Flood Insurance Rate Map(DFIRM) databases published                         by FEMA, and any Letters Of Map Revision (LOMRs) that have been issued                         against those databases since their publication date. The DFIRM Database is                         the digital, geospatial version of the flood hazard information shown on the                         published paper Flood Insurance Rate Maps(FIRMs). The primary risk                         classifications used are the 1-percent-annual-chance flood event, the                         0.2-percent-annual-chance flood event, and areas of minimal flood risk. The                         NFHL data are derived from Flood Insurance Studies (FISs), previously                         published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed                         in support of the FISs and FIRMs, and new mapping data where available. The                         FISs and FIRMs are published by the Federal Emergency Management Agency                         (FEMA). The specifications for the horizontal control of DFIRM data are                         consistent with those required for mapping at a scale of 1:12,000. The NFHL                         data contain layers in the Standard DFIRM datasets except for S_Label_Pt and                         S_Label_Ld. The NFHL is available as State or US Territory data sets. Each                         State or Territory data set consists of all DFIRMs and corresponding LOMRs                         available on the publication date of the data set.

[Keywords:  hydrology environment inlandWaters structure transportation elevation                         DFIRM FIRM FEMA Flood Hazard Zone DFIRM Database Special Flood Hazard Area                         Digital Flood Insurance Rate Map CBRS Coastal Barrier Resources System                         Riverine Flooding Coastal Flooding NFIP Base Flood Elevation SFHA Flood                         Insurance Rate Map Floodway Flood Plain Floodplain ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.S_XS.jpg","Federal Emergency Management Agency","February 18, 2011"
"7134","S_STN_START","Station Points","http://dev.geostor.org/?product=station-points","http://dev.geostor.org/?product=station-points","<strong>Station Points</strong>

This file contains the location and attributes for station points on                         the printed digital flood insurance map. The National Flood Hazard Layer                         (NFHL) data incorporates all Digital Flood Insurance Rate Map(DFIRM)                         databases published by FEMA, and any Letters Of Map Revision (LOMRs) that                         have been issued against those databases since their publication date. The                         DFIRM Database is the digital, geospatial version of the flood hazard                         information shown on the published paper Flood Insurance Rate Maps(FIRMs).                         The primary risk classifications used are the 1-percent-annual-chance flood                         event, the 0.2-percent-annual-chance flood event, and areas of minimal flood                         risk. The NFHL data are derived from Flood Insurance Studies (FISs),                         previously published Flood Insurance Rate Maps (FIRMs), flood hazard                         analyses performed in support of the FISs and FIRMs, and new mapping data                         where available. The FISs and FIRMs are published by the Federal Emergency                         Management Agency (FEMA). The specifications for the horizontal control of                         DFIRM data are consistent with those required for mapping at a scale of                         1:12,000. The NFHL data contain layers in the Standard DFIRM datasets except                         for S_Label_Pt and S_Label_Ld. The NFHL is available as State or US                         Territory data sets. Each State or Territory data set consists of all DFIRMs                         and corresponding LOMRs available on the publication date of the data                         set.

[Keywords:  hydrology environment inlandWaters structure transportation elevation                         DFIRM FIRM FEMA Flood Hazard Zone DFIRM Database Special Flood Hazard Area                         Digital Flood Insurance Rate Map CBRS Coastal Barrier Resources System                         Riverine Flooding Coastal Flooding NFIP Base Flood Elevation SFHA Flood                         Insurance Rate Map Floodway Flood Plain Floodplain ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.S_STN_START.jpg","Federal Emergency Management Agency","February 18, 2011"
"7133","S_RIV_MRK","River Mile Marker","http://dev.geostor.org/?product=river-mile-marker","http://dev.geostor.org/?product=river-mile-marker","<strong>River Mile Marker</strong>

This file contains the river mile marker locations on the printed                         digital flood insurance map. The National Flood Hazard Layer (NFHL) data                         incorporates all Digital Flood Insurance Rate Map(DFIRM) databases published                         by FEMA, and any Letters Of Map Revision (LOMRs) that have been issued                         against those databases since their publication date. The DFIRM Database is                         the digital, geospatial version of the flood hazard information shown on the                         published paper Flood Insurance Rate Maps(FIRMs). The primary risk                         classifications used are the 1-percent-annual-chance flood event, the                         0.2-percent-annual-chance flood event, and areas of minimal flood risk. The                         NFHL data are derived from Flood Insurance Studies (FISs), previously                         published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed                         in support of the FISs and FIRMs, and new mapping data where available. The                         FISs and FIRMs are published by the Federal Emergency Management Agency                         (FEMA). The specifications for the horizontal control of DFIRM data are                         consistent with those required for mapping at a scale of 1:12,000. The NFHL                         data contain layers in the Standard DFIRM datasets except for S_Label_Pt and                         S_Label_Ld. The NFHL is available as State or US Territory data sets. Each                         State or Territory data set consists of all DFIRMs and corresponding LOMRs                         available on the publication date of the data set.

[Keywords:  hydrology environment inlandWaters structure transportation elevation                         DFIRM FIRM FEMA Flood Hazard Zone DFIRM Database Special Flood Hazard Area                         Digital Flood Insurance Rate Map CBRS Coastal Barrier Resources System                         Riverine Flooding Coastal Flooding NFIP Base Flood Elevation SFHA Flood                         Insurance Rate Map Floodway Flood Plain Floodplain ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.S_RIV_MRK.jpg","Federal Emergency Management Agency","February 18, 2011"
"7132","S_PROFIL_BASLN","Profile Basin and Stream Centerline","http://dev.geostor.org/?product=profile-basin-and-stream-centerline","http://dev.geostor.org/?product=profile-basin-and-stream-centerline","<strong>Profile Basin and Stream Centerline</strong>

This file contains the location and attributes for profile baseline and                         stream centerline features for the study area on the printed digital flood                         insurance map. The National Flood Hazard Layer (NFHL) data incorporates all                         Digital Flood Insurance Rate Map(DFIRM) databases published by FEMA, and any                         Letters Of Map Revision (LOMRs) that have been issued against those                         databases since their publication date. The DFIRM Database is the digital,                         geospatial version of the flood hazard information shown on the published                         paper Flood Insurance Rate Maps(FIRMs). The primary risk classifications                         used are the 1-percent-annual-chance flood event, the                         0.2-percent-annual-chance flood event, and areas of minimal flood risk. The                         NFHL data are derived from Flood Insurance Studies (FISs), previously                         published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed                         in support of the FISs and FIRMs, and new mapping data where available. The                         FISs and FIRMs are published by the Federal Emergency Management Agency                         (FEMA). The specifications for the horizontal control of DFIRM data are                         consistent with those required for mapping at a scale of 1:12,000. The NFHL                         data contain layers in the Standard DFIRM datasets except for S_Label_Pt and                         S_Label_Ld. The NFHL is available as State or US Territory data sets. Each                         State or Territory data set consists of all DFIRMs and corresponding LOMRs                         available on the publication date of the data set.

[Keywords:  hydrology environment inlandWaters structure transportation elevation                         DFIRM FIRM FEMA Flood Hazard Zone DFIRM Database Special Flood Hazard Area                         Digital Flood Insurance Rate Map CBRS Coastal Barrier Resources System                         Riverine Flooding Coastal Flooding NFIP Base Flood Elevation SFHA Flood                         Insurance Rate Map Floodway Flood Plain Floodplain ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.S_PROFIL_BASLN.jpg","Federal Emergency Management Agency","February 18, 2011"
"7131","S_PERM_BMK","Bench Marks on DFIRM","http://dev.geostor.org/?product=bench-marks-on-dfirm","http://dev.geostor.org/?product=bench-marks-on-dfirm","<strong>Bench Marks on DFIRM</strong>

This file contains the National Geodetic Survey (NGS) benchmark                         locations on the printed digital flood insurance map. The National Flood                         Hazard Layer (NFHL) data incorporates all Digital Flood Insurance Rate                         Map(DFIRM) databases published by FEMA, and any Letters Of Map Revision                         (LOMRs) that have been issued against those databases since their                         publication date. The DFIRM Database is the digital, geospatial version of                         the flood hazard information shown on the published paper Flood Insurance                         Rate Maps(FIRMs). The primary risk classifications used are the                         1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood                         event, and areas of minimal flood risk. The NFHL data are derived from Flood                         Insurance Studies (FISs), previously published Flood Insurance Rate Maps                         (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs,                         and new mapping data where available. The FISs and FIRMs are published by                         the Federal Emergency Management Agency (FEMA). The specifications for the                         horizontal control of DFIRM data are consistent with those required for                         mapping at a scale of 1:12,000. The NFHL data contain layers in the Standard                         DFIRM datasets except for S_Label_Pt and S_Label_Ld. The NFHL is available                         as State or US Territory data sets. Each State or Territory data set                         consists of all DFIRMs and corresponding LOMRs available on the publication                         date of the data set.

[Keywords:  hydrology environment inlandWaters structure transportation elevation                         DFIRM FIRM FEMA Flood Hazard Zone DFIRM Database Special Flood Hazard Area                         Digital Flood Insurance Rate Map CBRS Coastal Barrier Resources System                         Riverine Flooding Coastal Flooding NFIP Base Flood Elevation SFHA Flood                         Insurance Rate Map Floodway Flood Plain Floodplain ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.S_PERM_BMK.jpg","Federal Emergency Management Agency","February 18, 2011"
"7130","S_LOMR","Letters of Map Revisions","http://dev.geostor.org/?product=letters-of-map-revisions","http://dev.geostor.org/?product=letters-of-map-revisions","<strong>Letters of Map Revisions</strong>

This file contains the location and attributes for LOMRs on the DFIRM                         on the printed digital flood insurance map. The National Flood Hazard Layer                         (NFHL) data incorporates all Digital Flood Insurance Rate Map(DFIRM)                         databases published by FEMA, and any Letters Of Map Revision (LOMRs) that                         have been issued against those databases since their publication date. The                         DFIRM Database is the digital, geospatial version of the flood hazard                         information shown on the published paper Flood Insurance Rate Maps(FIRMs).                         The primary risk classifications used are the 1-percent-annual-chance flood                         event, the 0.2-percent-annual-chance flood event, and areas of minimal flood                         risk. The NFHL data are derived from Flood Insurance Studies (FISs),                         previously published Flood Insurance Rate Maps (FIRMs), flood hazard                         analyses performed in support of the FISs and FIRMs, and new mapping data                         where available. The FISs and FIRMs are published by the Federal Emergency                         Management Agency (FEMA). The specifications for the horizontal control of                         DFIRM data are consistent with those required for mapping at a scale of                         1:12,000. The NFHL data contain layers in the Standard DFIRM datasets except                         for S_Label_Pt and S_Label_Ld. The NFHL is available as State or US                         Territory data sets. Each State or Territory data set consists of all DFIRMs                         and corresponding LOMRs available on the publication date of the data                         set.

[Keywords:  hydrology environment inlandWaters structure transportation elevation                         LOMA LOMR DFIRM FIRM FEMA Flood Hazard Zone DFIRM Database Special Flood                         Hazard Area Digital Flood Insurance Rate Map CBRS Coastal Barrier Resources                         System Riverine Flooding Coastal Flooding NFIP Base Flood Elevation SFHA                         Flood Insurance Rate Map Floodway Flood Plain Floodplain ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.S_LOMR.jpg","Federal Emergency Management Agency","February 18, 2011"
"7129","S_GEN_STRUCT","Flood Control Structures","http://dev.geostor.org/?product=flood-control-structures","http://dev.geostor.org/?product=flood-control-structures","<strong>Flood Control Structures</strong>

This file contains the hydraulic structures such as (levees, weirs,                         bridges, dams, culverts) on the printed digital flood insurance map.The                         National Flood Hazard Layer (NFHL) data incorporates all Digital Flood                         Insurance Rate Map(DFIRM) databases published by FEMA, and any Letters Of                         Map Revision (LOMRs) that have been issued against those databases since                         their publication date. The DFIRM Database is the digital, geospatial                         version of the flood hazard information shown on the published paper Flood                         Insurance Rate Maps(FIRMs). The primary risk classifications used are the                         1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood                         event, and areas of minimal flood risk. The NFHL data are derived from Flood                         Insurance Studies (FISs), previously published Flood Insurance Rate Maps                         (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs,                         and new mapping data where available. The FISs and FIRMs are published by                         the Federal Emergency Management Agency (FEMA). The specifications for the                         horizontal control of DFIRM data are consistent with those required for                         mapping at a scale of 1:12,000. The NFHL data contain layers in the Standard                         DFIRM datasets except for S_Label_Pt and S_Label_Ld. The NFHL is available                         as State or US Territory data sets. Each State or Territory data set                         consists of all DFIRMs and corresponding LOMRs available on the publication                         date of the data set.

[Keywords:  hydrology environment inlandWaters structure transportation elevation                         DFIRM FIRM FEMA Flood Hazard Zone DFIRM Database Special Flood Hazard Area                         Digital Flood Insurance Rate Map CBRS Coastal Barrier Resources System                         Riverine Flooding Coastal Flooding NFIP Base Flood Elevation SFHA Flood                         Insurance Rate Map Floodway Flood Plain Floodplain ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.S_GEN_STRUCT.jpg","Federal Emergency Management Agency","February 18, 2011"
"7128","S_FLD_HAZ_LN","Flood Hazard Zone Line","http://dev.geostor.org/?product=flood-hazard-zone-line","http://dev.geostor.org/?product=flood-hazard-zone-line","<strong>Flood Hazard Zone Line</strong>

This file contains the flood hazard zone lines on the printed digital                         flood insurance map. The National Flood Hazard Layer (NFHL) data                         incorporates all Digital Flood Insurance Rate Map(DFIRM) databases published                         by FEMA, and any Letters Of Map Revision (LOMRs) that have been issued                         against those databases since their publication date. The DFIRM Database is                         the digital, geospatial version of the flood hazard information shown on the                         published paper Flood Insurance Rate Maps(FIRMs). The primary risk                         classifications used are the 1-percent-annual-chance flood event, the                         0.2-percent-annual-chance flood event, and areas of minimal flood risk. The                         NFHL data are derived from Flood Insurance Studies (FISs), previously                         published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed                         in support of the FISs and FIRMs, and new mapping data where available. The                         FISs and FIRMs are published by the Federal Emergency Management Agency                         (FEMA). The specifications for the horizontal control of DFIRM data are                         consistent with those required for mapping at a scale of 1:12,000. The NFHL                         data contain layers in the Standard DFIRM datasets except for S_Label_Pt and                         S_Label_Ld. The NFHL is available as State or US Territory data sets. Each                         State or Territory data set consists of all DFIRMs and corresponding LOMRs                         available on the publication date of the data set.

[Keywords:  hydrology environment inlandWaters structure transportation elevation                         DFIRM FIRM FEMA Flood Hazard Zone DFIRM Database Special Flood Hazard Area                         Digital Flood Insurance Rate Map CBRS Coastal Barrier Resources System                         Riverine Flooding Coastal Flooding NFIP Base Flood Elevation SFHA Flood                         Insurance Rate Map Floodway Flood Plain Floodplain ]","16/10/2014","16/10/2014","Data>Water","","http://dev.geostor.org/wp-content/uploads/2014/10/WATER.DBO_.S_FLD_HAZ_LN.jpg","Federal Emergency Management Agency","February 18, 2011"
